longitude,latitude,HELCOM_ID,Year_adj_generated,group_labels,transparen
23.7495,57.082333,LAT-005,2000,summer,2.2
23.2754,57.173,SEA-011,2000,summer,2.8
23.2123,57.3275,SEA-011,2000,summer,3.1
22.8167,57.5333,LAT-003,2000,summer,2.5
22.6167,57.7333,LAT-003,2000,summer,2.9
22.8833,57.7976,SEA-011,2000,summer,2.7
24.0665,57.8827,SEA-011,2000,summer,2.5
24.2433,57.88,SEA-011,2000,summer,2.3
24.3367,57.5933,LAT-004,2000,summer,3
24.3533,57.4483,LAT-004,2000,summer,2.3
23.7667,57.4167,SEA-011,2000,summer,3
24.1505,57.2233,LAT-005,2000,summer,2.5
24.2167,57.1833,LAT-005,2000,summer,2.3
23.9565,57.1243,LAT-005,2000,summer,1.8
23.8883,57.055,LAT-005,2000,summer,1.8
23.8083,56.9817,LAT-005,2000,autumn,1
23.786,56.9772,LAT-005,2000,autumn,1
23.9792,57.0737,LAT-005,2000,autumn,2.06666666666667
24.0017,57.0833,LAT-005,2000,autumn,1.91666666666667
24.097,57.0986,LAT-005,2000,autumn,1.1
24.25,57.1683,LAT-005,2000,autumn,1.6
24.3667,57.24,LAT-005,2000,autumn,2.5
24.3733,57.315,LAT-004,2000,autumn,3.15
24.0833,57.35,SEA-011,2000,autumn,4.6
23.9191,57.3401,SEA-011,2000,autumn,2.8
24.1167,57.6,SEA-011,2000,autumn,3.35
23.6167,57.6167,SEA-011,2000,autumn,3.6
22.9833,57.5667,SEA-011,2000,autumn,4.4
23.4833,57.4,SEA-011,2000,autumn,4.26666666666667
23.2754,57.173,SEA-011,2000,autumn,3.2
23.4867,57.0467,LAT-003,2000,autumn,2.6
23.6667,57.1667,SEA-011,2000,autumn,3.6
23.7667,57.4167,SEA-011,2000,autumn,3.8
23.7433,56.98,LAT-005,2000,autumn,2.8
23.92,57.025,LAT-005,2000,autumn,3.05
23.9683,57.0433,LAT-005,2000,autumn,3
23.9833,57.1,LAT-005,2000,autumn,3.25
23.85,57.3,SEA-011,2000,autumn,4.74285714285714
23.9333,57.1667,LAT-005,2000,autumn,4.575
23.9498,57.085,LAT-005,2000,autumn,2
23.92,57.0717,LAT-005,2000,autumn,1.5
23.8883,57.055,LAT-005,2000,autumn,2
23.9202,57.048,LAT-005,2000,autumn,2.3
23.9443,57.073,LAT-005,2000,autumn,2.1
23.968,57.0822,LAT-005,2000,autumn,1.6
23.9938,57.0925,LAT-005,2000,autumn,1.4
24.0227,57.0905,LAT-005,2000,autumn,1.3
23.9973,57.0787,LAT-005,2000,autumn,1.1
23.9932,57.0755,LAT-005,2000,autumn,1.2
23.2123,57.3275,SEA-011,2000,autumn,3
23.5658,57.283,SEA-011,2000,autumn,3.9
23.9167,57.85,SEA-011,2000,autumn,4.1
24.3367,57.5933,LAT-004,2000,autumn,3.7
24.0017,57.0833,LAT-005,2001,winter,1.36666666666667
23.6667,57.1667,SEA-011,2001,winter,4.15
23.85,57.3,SEA-011,2001,winter,3.63333333333333
23.4833,57.4,SEA-011,2020,spring,3.9
23.7667,57.4167,SEA-011,2020,spring,2.7
23.85,57.3,SEA-011,2020,spring,2.85
24.0833,57.35,SEA-011,2020,spring,2.55
24.2976,57.5922,SEA-011,2020,spring,2.4
24.2167,57.1833,LAT-005,2020,spring,2.5
23.9833,57.1,LAT-005,2020,spring,1.35
23.8883,57.055,LAT-005,2020,spring,2.8
23.2373,57.3589,SEA-011,2020,spring,3.8
22.8833,57.7976,SEA-011,2020,spring,2.65
22.41,57.8433,SEA-011,2020,spring,2.65
24.3733,57.315,LAT-004,2020,spring,1.8
24.3533,57.4483,LAT-004,2020,spring,1.5
24.3367,57.5933,LAT-004,2020,spring,1.5
24.25,57.1683,LAT-005,2020,spring,1
24.0017,57.0833,LAT-005,2020,spring,1
23.92,57.025,LAT-005,2020,spring,1
23.7433,56.98,LAT-005,2020,spring,2
23.4867,57.0467,LAT-003,2020,spring,2.5
23.254,57.1667,LAT-003,2020,spring,2.4
23.07,57.3967,LAT-004,2020,spring,2.5
24.1167,57.6,SEA-011,2020,spring,1.5
23.6167,57.6167,SEA-011,2020,spring,1.5
23.9833,57.1,LAT-005,2020,summer,2.75
22.8833,57.7976,SEA-011,2020,summer,3
22.9833,57.5667,SEA-011,2020,summer,2.95
23.27673,57.30002,SEA-011,2020,summer,2.5
23.28715,57.30003,SEA-011,2020,summer,2.5
23.28396,57.30543,SEA-011,2020,summer,3
23.6667,57.1667,SEA-011,2020,summer,3.25
24.03251,57.11121,LAT-005,2020,summer,2.5
24.02858,57.11983,LAT-005,2020,summer,2.5
24.0482,57.12843,LAT-005,2020,summer,2.5
24.31458,57.33234,SEA-011,2020,summer,2.5
24.31331,57.33467,SEA-011,2020,summer,2.5
24.31327,57.34703,SEA-011,2020,summer,2.5
23.85,57.3,SEA-011,2020,summer,3.2
23.7667,57.4167,SEA-011,2020,summer,3.4
24.1167,57.6,SEA-011,2020,summer,3.35
23.6167,57.6167,SEA-011,2020,summer,3
24.0017,57.0833,LAT-005,2020,summer,2.7
23.9565,57.1243,LAT-005,2020,summer,3.8
23.9333,57.1667,LAT-005,2020,summer,3.5
23.92,57.025,LAT-005,2020,summer,2.5
23.8883,57.055,LAT-005,2020,summer,3
23.7433,56.98,LAT-005,2020,summer,2.5
23.4867,57.0467,LAT-003,2020,summer,2.6
23.2373,57.3589,SEA-011,2020,summer,3.8
23.4833,57.4,SEA-011,2020,summer,4.1
23.07,57.3967,LAT-004,2020,summer,2.9
22.8167,57.5333,LAT-003,2020,summer,3.9
22.6167,57.7333,LAT-003,2020,summer,3.5
22.41,57.8433,SEA-011,2020,summer,3
24.2433,57.88,SEA-011,2020,summer,3
23.9167,57.85,SEA-011,2020,summer,3
24.315,57.7467,LAT-004,2020,summer,2.6
24.0833,57.35,SEA-011,2020,summer,3
24.3533,57.4483,LAT-004,2020,summer,2.5
24.3367,57.5933,LAT-004,2020,summer,3.2
24.2976,57.5922,SEA-011,2020,summer,3.4
24.3733,57.315,LAT-004,2020,summer,2.5
24.2867,57.3133,SEA-011,2020,summer,3
24.25,57.1683,LAT-005,2020,summer,2
24.2167,57.1833,LAT-005,2020,summer,3.5
23.9833,57.1,LAT-005,2020,autumn,2.225
22.8833,57.7976,SEA-011,2020,autumn,3.8
22.6167,57.7333,LAT-003,2020,autumn,3.9
22.41,57.8433,SEA-011,2020,autumn,3.5
23.9167,57.85,SEA-011,2020,autumn,2.6
24.2433,57.88,SEA-011,2020,autumn,2.8
24.315,57.7467,LAT-004,2020,autumn,2.5
24.3367,57.5933,LAT-004,2020,autumn,2.6
24.2976,57.5922,SEA-011,2020,autumn,2.7
24.1167,57.6,SEA-011,2020,autumn,2.9
24.3733,57.315,LAT-004,2020,autumn,2.5
24.2867,57.3133,SEA-011,2020,autumn,3.6
24.25,57.1683,LAT-005,2020,autumn,2.5
24.2167,57.1833,LAT-005,2020,autumn,3.6
24.0017,57.0833,LAT-005,2020,autumn,1.9
23.9333,57.1667,LAT-005,2020,autumn,3.7
23.92,57.025,LAT-005,2020,autumn,3.2
23.8883,57.055,LAT-005,2020,autumn,3.7
23.2373,57.3589,SEA-011,2020,autumn,3.5
23.07,57.3967,LAT-004,2020,autumn,3.6
22.9833,57.5667,SEA-011,2020,autumn,3.6
22.8167,57.5333,LAT-003,2020,autumn,3.2
23.27673,57.300015,SEA-011,2020,summer,2.5
23.28477,57.282211,SEA-011,2020,summer,3
24.032506,57.111213,LAT-005,2020,summer,2.2
24.313306,57.334665,SEA-011,2020,summer,2.7
24.314581,57.332336,SEA-011,2020,summer,2.5
24.294056,57.322935,SEA-011,2020,summer,2.5
23.6167,57.6167,SEA-011,1980,spring,4.16666666666667
22.9833,57.5667,SEA-011,1980,spring,4.5
22.8833,57.7976,SEA-011,1980,spring,4.75
23.85,57.3,SEA-011,1980,spring,1.93333333333333
23.7667,57.4167,SEA-011,1980,spring,3.75
23.4833,57.4,SEA-011,1980,spring,3.15
23.9833,57.1,LAT-005,1980,spring,1.5
22.8781,57.5354,SEA-011,1980,spring,4.75
22.41,57.8433,SEA-011,1980,spring,5.25
24.1167,57.6,SEA-011,1980,spring,5
23.85,57.3,SEA-011,1980,summer,4.75
24.0833,57.35,SEA-011,1980,summer,4.5
23.7667,57.4167,SEA-011,1980,summer,5.25
23.4833,57.4,SEA-011,1980,summer,4
24.2976,57.5922,SEA-011,1980,summer,4.25
24.1167,57.6,SEA-011,1980,summer,4.66666666666667
23.8667,57.6,SEA-011,1980,summer,4.25
23.6167,57.6167,SEA-011,1980,summer,4.66666666666667
23.4024,57.6021,SEA-011,1980,summer,4.5
23.35,57.96,EST-019,1980,summer,5.33333333333333
23.4,58.2,EST-019,1980,summer,5.75
22.41,57.8433,SEA-011,1980,summer,5.5
22.8833,57.7976,SEA-011,1980,summer,4
23.2507,57.5962,SEA-011,1980,summer,5.25
22.9833,57.5667,SEA-011,1980,summer,5
22.8781,57.5354,SEA-011,1980,summer,4.5
22.54167,57.95,SEA-011,1980,spring,3
22.71,57.88,SEA-011,1980,spring,5.5
22.9333,57.7,SEA-011,1980,spring,5.5
22.54167,57.95,SEA-011,1980,summer,0.5
23.9833,57.1,LAT-005,1992,winter,2.33333333333333
23.85,57.3,SEA-011,1992,winter,2.65
24.1167,57.6,SEA-011,1992,spring,2
24.3367,57.5933,LAT-004,1992,spring,2
24.3533,57.4483,LAT-004,1992,spring,2
24.0833,57.35,SEA-011,1992,spring,2
24.3733,57.315,LAT-004,1992,spring,2
24.25,57.1683,LAT-005,1992,spring,2
24.097,57.0986,LAT-005,1992,spring,2
23.9833,57.1,LAT-005,1992,spring,2
24.0017,57.0833,LAT-005,1992,spring,2
23.4833,57.4,SEA-011,1992,spring,2
23.07,57.3967,LAT-004,1992,spring,3
22.9833,57.5667,SEA-011,1992,spring,2
22.8167,57.5333,LAT-003,1992,spring,3
22.6167,57.7333,LAT-003,1992,spring,4
22.8833,57.7976,SEA-011,1992,spring,3
23.85,57.3,SEA-011,1992,summer,3.88333333333333
23.9833,57.1,LAT-005,1992,summer,2.91666666666667
24.2518,57.7633,SEA-011,1992,summer,2
24.1167,57.6,SEA-011,1992,summer,3
24.3367,57.5933,LAT-004,1992,summer,2
24.3533,57.4483,LAT-004,1992,summer,2
23.85,57.3,SEA-011,1992,autumn,4.28571428571429
23.9833,57.1,LAT-005,1992,autumn,3.17142857142857
22.8833,57.7976,SEA-011,1992,autumn,5
23.35,57.96,EST-019,1992,autumn,5
23.4,58.2,EST-019,1992,autumn,4
23.9333,57.1667,LAT-005,1992,autumn,6
23.705,56.9767,LAT-005,1992,autumn,4.5
23.7433,56.98,LAT-005,1992,autumn,4.2
23.92,57.025,LAT-005,1992,autumn,3
23.9683,57.0433,LAT-005,1992,autumn,3.8
24.3733,57.315,LAT-004,1992,autumn,5
24.25,57.1683,LAT-005,1992,autumn,4
24.097,57.0986,LAT-005,1992,autumn,4
24.0017,57.0833,LAT-005,1992,autumn,3.5
23.85,57.3,SEA-011,1993,winter,4.41666666666667
23.9833,57.1,LAT-005,1993,winter,3.95
23.4833,57.4,SEA-011,2012,winter,3
23.6167,57.6167,SEA-011,2012,winter,3
24.0833,57.35,SEA-011,2012,winter,3
24.2976,57.5922,SEA-011,2012,winter,2
23.9167,57.85,SEA-011,2012,winter,2.5
23.3326,57.2196,SEA-011,2012,winter,2.5
23.6167,57.6167,SEA-011,2012,spring,3.53333333333333
23.7667,57.4167,SEA-011,2012,spring,3.025
23.4833,57.4,SEA-011,2012,spring,3.775
22.9833,57.5667,SEA-011,2012,spring,4.26666666666667
23.4,58.2,EST-019,2012,spring,3.7
24.305,58.2184,EST-018,2012,spring,2.7
23.9515,58.0667,EST-018,2012,spring,1.5
23.85,57.3,SEA-011,2012,spring,2.56666666666667
24.2976,57.5922,SEA-011,2012,spring,2.25
24.2867,57.3133,SEA-011,2012,spring,1.65
23.3326,57.2196,SEA-011,2012,spring,3.5
23.2373,57.3589,SEA-011,2012,spring,2.65
22.8833,57.7976,SEA-011,2012,spring,3.1
22.41,57.8433,SEA-011,2012,spring,2.65
24.067,57.481,SEA-011,2012,spring,5.7
24.3,58.0833,EST-018,2012,spring,5.2
23.2833,57.3667,SEA-011,2012,spring,5.2
23.8,58.1,EST-019,2012,spring,4.9
22.3154,57.8233,SEA-011,2012,spring,4.8
22.2333,57.8833,SEA-011,2012,spring,4.6
22.3333,57.7667,SEA-011,2012,spring,4.2
23.9167,57.85,SEA-011,2012,spring,3.3
23.4686,57.8333,SEA-011,2012,spring,4.2
23.634,57.822,SEA-011,2012,spring,3.8
23.0765,57.8223,SEA-011,2012,spring,3.8
22.8237,57.8132,SEA-011,2012,spring,3.6
23.9333,57.1667,LAT-005,2012,spring,3.05
23.2227,58.384,EST-017,2012,spring,5.2
23.6842,58.3427,EST-018,2012,spring,4.2
23.35,58.3756,EST-017,2012,spring,3.8
23.4718,58.4311,EST-018,2012,spring,3.6
22.3731,58.1098,EST-017,2012,spring,4
23.55,57.72,SEA-011,2012,spring,4
22.8546,58.1048,EST-017,2012,spring,4.6
23.35,57.96,EST-019,2012,spring,4.6
22.8533,58.2167,EST-017,2012,spring,5
24.2334,57.5833,SEA-011,2012,spring,5.6
23.4024,57.6021,SEA-011,2012,spring,5.8
24.3,57.4667,SEA-011,2012,spring,4.8
24.0017,57.0833,LAT-005,2012,spring,1
23.92,57.025,LAT-005,2012,spring,1
23.8883,57.055,LAT-005,2012,spring,1.2
23.7433,56.98,LAT-005,2012,spring,1.5
23.4867,57.0467,LAT-003,2012,spring,1.1
22.6167,57.7333,LAT-003,2012,spring,2.8
23.07,57.3967,LAT-004,2012,spring,2.5
24.2433,57.88,SEA-011,2012,spring,2
24.3367,57.5933,LAT-004,2012,spring,2
24.3533,57.4483,LAT-004,2012,spring,2.2
24.3733,57.315,LAT-004,2012,spring,2
24.0833,57.35,SEA-011,2012,spring,2.2
24.25,57.1683,LAT-005,2012,spring,1.3
24.2167,57.1833,LAT-005,2012,spring,1.1
23.9565,57.1243,LAT-005,2012,spring,1.5
23.9833,57.1,LAT-005,2012,spring,1
23.6667,57.1667,SEA-011,2012,spring,1.8
22.3418,57.7957,SEA-011,2012,summer,3.6
23.4833,57.4,SEA-011,2012,summer,3
23.6167,57.6167,SEA-011,2012,summer,3.35
24.0726,57.6178,SEA-011,2012,summer,2.9
24.0833,57.35,SEA-011,2012,summer,3.3
23.85,57.3,SEA-011,2012,summer,3.4
23.7667,57.4167,SEA-011,2012,summer,3.13333333333333
22.8237,57.8132,SEA-011,2012,summer,4.5
24.2167,57.1833,LAT-005,2012,summer,2.7
22.8833,57.7976,SEA-011,2012,summer,2.8
22.9833,57.5667,SEA-011,2012,summer,2.1
23.2373,57.3589,SEA-011,2012,summer,3
23.3326,57.2196,SEA-011,2012,summer,3.1
24.2867,57.3133,SEA-011,2012,summer,3
24.2976,57.5922,SEA-011,2012,summer,2.6
23.9167,57.85,SEA-011,2012,summer,3.2
24.305,58.2184,EST-018,2012,summer,2.6
23.9515,58.0667,EST-018,2012,summer,1
24.4255,58.3385,EST-013,2012,summer,0.5
24.340166,57.7851,LAT-004,2012,summer,1.9
24.333533,57.7849,LAT-004,2012,summer,1.9
24.3255,57.784483,LAT-004,2012,summer,1.9
24.316216,57.783799,LAT-004,2012,summer,1.9
24.307366,57.78195,LAT-004,2012,summer,2
24.300533,57.779666,SEA-011,2012,summer,2
24.290783,57.777133,SEA-011,2012,summer,1.9
24.280716,57.7749,SEA-011,2012,summer,1.9
24.267666,57.7822,SEA-011,2012,summer,1.8
24.2787,57.786749,SEA-011,2012,summer,1.9
24.286416,57.788966,SEA-011,2012,summer,1.8
24.304433,57.794699,LAT-004,2012,summer,2
24.296766,57.865316,SEA-011,2012,summer,2
24.307633,57.865466,SEA-011,2012,summer,2
24.319616,57.865516,LAT-004,2012,summer,1.9
24.327833,57.865483,LAT-004,2012,summer,1.8
24.319366,57.856083,LAT-004,2012,summer,1.8
24.330433,57.855566,LAT-004,2012,summer,1.8
24.334849,57.855783,LAT-004,2012,summer,1.7
24.3122,57.848316,LAT-004,2012,summer,1.8
24.318083,57.847216,LAT-004,2012,summer,1.7
24.32535,57.846083,LAT-004,2012,summer,1.9
24.30075,57.849016,SEA-011,2012,summer,1.9
24.297183,57.856533,SEA-011,2012,summer,2.2
24.280249,57.8663,SEA-011,2012,summer,2
24.281501,57.85795,SEA-011,2012,summer,1.9
24.276499,57.849316,SEA-011,2012,summer,1.9
24.264849,57.858866,SEA-011,2012,summer,1.8
24.259083,57.85045,SEA-011,2012,summer,1.9
24.241966,57.850516,SEA-011,2012,summer,2
24.243116,57.858883,SEA-011,2012,summer,1.9
24.225249,57.868783,SEA-011,2012,summer,2.2
24.213583,57.859716,SEA-011,2012,summer,2.4
24.212766,57.852416,SEA-011,2012,summer,2.2
24.2044,57.831733,SEA-011,2012,summer,2.3
24.224416,57.8307,SEA-011,2012,summer,2.3
24.2359,57.831116,SEA-011,2012,summer,2
24.2469,57.830583,SEA-011,2012,summer,1.9
24.259666,57.830183,SEA-011,2012,summer,2
24.288783,57.829816,SEA-011,2012,summer,1.8
24.311966,57.61025,SEA-011,2012,summer,2
23.9647,57.0235,LAT-005,2012,summer,1.9
23.8785,56.9945,LAT-005,2012,summer,3.1
23.829,56.9858,LAT-005,2012,summer,2.8
23.6167,57.6167,SEA-011,2012,autumn,4.55
23.7667,57.4167,SEA-011,2012,autumn,4.3
23.85,57.3,SEA-011,2012,autumn,4.25
24.0833,57.35,SEA-011,2012,autumn,3
23.4,58.2,EST-019,2012,autumn,2.5
23.4833,57.4,SEA-011,2012,autumn,4.4
24.2167,57.1833,LAT-005,2012,autumn,3
23.9833,57.1,LAT-005,2012,autumn,1.9
23.8883,57.055,LAT-005,2012,autumn,3.5
23.3326,57.2196,SEA-011,2012,autumn,3
23.2373,57.3589,SEA-011,2012,autumn,3.3
22.9833,57.5667,SEA-011,2012,autumn,3.5
23.786,56.9772,LAT-005,2012,summer,2.8
23.7273,56.9693,LAT-005,2012,summer,2.8
23.6897,56.9652,LAT-005,2012,summer,2.8
23.6162,56.9685,"",2012,summer,2.8
23.562,56.9798,"",2012,summer,2.6
24.3701,57.634033,LAT-004,2012,summer,2.6
24.345866,57.621883,LAT-004,2012,summer,3
24.342916,57.619666,LAT-004,2012,summer,2.6
24.337216,57.635883,LAT-004,2012,summer,2.8
24.343116,57.636683,LAT-004,2012,summer,2.6
24.347049,57.63745,LAT-004,2012,summer,3.2
24.353033,57.6385,LAT-004,2012,summer,3.2
24.357316,57.639183,LAT-004,2012,summer,3
24.36435,57.6403,LAT-004,2012,summer,2.7
24.32555,57.652883,LAT-004,2012,summer,1.8
24.301083,57.828666,LAT-004,2012,summer,2
24.307683,57.829099,LAT-004,2012,summer,1.8
24.325366,57.829466,LAT-004,2012,summer,1
24.315666,57.827816,LAT-004,2012,summer,1.4
24.3062,57.816266,LAT-004,2012,summer,1.8
24.293016,57.81335,SEA-011,2012,summer,2.2
24.277999,57.808966,SEA-011,2012,summer,2.6
24.254533,57.804949,SEA-011,2012,summer,2.6
24.2389,57.802983,SEA-011,2012,summer,2.4
24.230983,57.8008,SEA-011,2012,summer,2.4
24.20365,57.793733,SEA-011,2012,summer,2.2
24.2272,57.767933,SEA-011,2012,summer,2.2
24.229416,57.763649,SEA-011,2012,summer,2
24.244516,57.76005,SEA-011,2012,summer,1.8
24.27615,57.761966,SEA-011,2012,summer,1.8
24.282833,57.76755,SEA-011,2012,summer,2.2
24.293933,57.7622,SEA-011,2012,summer,2
24.296866,57.769633,SEA-011,2012,summer,2
24.242,57.737216,SEA-011,2012,summer,2.2
24.290266,57.737483,SEA-011,2012,summer,2
24.299933,57.737099,SEA-011,2012,summer,1.8
24.307183,57.73715,LAT-004,2012,summer,1.8
24.312533,57.736283,LAT-004,2012,summer,1.8
24.318666,57.736166,LAT-004,2012,summer,1.8
24.325849,57.736616,LAT-004,2012,summer,1.6
24.332833,57.736433,LAT-004,2012,summer,1.6
24.337766,57.736649,LAT-004,2012,summer,1.4
24.305299,57.764233,LAT-004,2012,summer,1.8
24.305466,57.770833,LAT-004,2012,summer,1.8
24.312783,57.771149,LAT-004,2012,summer,1.6
24.316216,57.7639,LAT-004,2012,summer,1.6
24.325583,57.764466,LAT-004,2012,summer,1.6
24.335049,57.765583,LAT-004,2012,summer,1.5
24.339749,57.766233,LAT-004,2012,summer,1.4
24.340883,57.774999,LAT-004,2012,summer,1.4
24.344516,57.774966,"",2012,summer,1.6
24.328916,57.774183,LAT-004,2012,summer,1.4
24.3229,57.77335,LAT-004,2012,summer,1.5
24.286516,57.6511,SEA-011,2012,summer,1.8
24.289783,57.647199,SEA-011,2012,summer,1.8
24.309483,57.66245,SEA-011,2012,summer,1.7
24.317333,57.665166,LAT-004,2012,summer,1.7
24.322316,57.66745,LAT-004,2012,summer,1.7
24.327216,57.669666,LAT-004,2012,summer,1.8
24.330783,57.671666,LAT-004,2012,summer,2
24.334133,57.673316,LAT-004,2012,summer,2.2
24.338466,57.675249,LAT-004,2012,summer,2.1
24.344516,57.677266,LAT-004,2012,summer,2.1
24.34975,57.680033,LAT-004,2012,summer,1.8
24.360466,57.65935,LAT-004,2012,summer,1.2
24.356966,57.658066,LAT-004,2012,summer,2.4
24.351683,57.657216,LAT-004,2012,summer,2.5
24.345199,57.656116,LAT-004,2012,summer,2.6
24.336233,57.654216,LAT-004,2012,summer,2.5
24.283416,57.71495,SEA-011,2012,summer,1.8
24.291316,57.715816,SEA-011,2012,summer,2
24.300683,57.715,SEA-011,2012,summer,1.8
24.309033,57.715533,LAT-004,2012,summer,1.7
24.313633,57.715499,LAT-004,2012,summer,1.5
24.3201,57.715333,LAT-004,2012,summer,1.6
24.317183,57.797566,LAT-004,2012,summer,1.5
24.3263,57.799258,LAT-004,2012,summer,1.4
24.331766,57.801233,LAT-004,2012,summer,0.9
24.243266,57.714416,SEA-011,2012,summer,2.8
24.272649,57.678733,SEA-011,2012,summer,2.5
24.278816,57.666783,SEA-011,2012,summer,2.8
24.2939,57.6721,SEA-011,2012,summer,2.6
24.301633,57.676016,SEA-011,2012,summer,2.5
24.289633,57.68375,SEA-011,2012,summer,2.4
24.31275,57.681533,LAT-004,2012,summer,2.3
24.322516,57.6843,LAT-004,2012,summer,1.8
24.324616,57.685783,LAT-004,2012,summer,1.7
24.32835,57.687966,LAT-004,2012,summer,1.8
24.333433,57.6907,LAT-004,2012,summer,1.6
24.339666,57.692866,LAT-004,2012,summer,1.5
24.342949,57.693866,LAT-004,2012,summer,1.6
24.325183,57.715783,LAT-004,2012,summer,1.5
24.335033,57.715866,LAT-004,2012,summer,1.5
23.9333,57.1667,LAT-005,1972,summer,4.5
23.85,57.3,SEA-011,1972,summer,4.5
22.8781,57.5354,SEA-011,1972,summer,4.75
22.9833,57.5667,SEA-011,1972,summer,5
24.1167,57.6,SEA-011,1972,summer,4.5
24.2976,57.5922,SEA-011,1972,summer,3.75
23.35,57.96,EST-019,1972,summer,5.5
22.41,57.8433,SEA-011,1972,summer,4.5
23.4686,57.8333,SEA-011,1972,summer,6.5
24.2518,57.7633,SEA-011,1972,summer,4
23.9833,57.1,LAT-005,1972,summer,3
24.3,57.4667,SEA-011,1972,summer,5
23.6167,57.6167,SEA-011,1972,summer,5
23.2507,57.5962,SEA-011,1972,summer,5
23.4024,57.6021,SEA-011,1972,summer,5
23.8667,57.6,SEA-011,1972,summer,6
23.4,58.2,EST-019,1972,summer,4.5
22.41,57.8433,SEA-011,1972,autumn,5
22.9833,57.5667,SEA-011,1972,autumn,5
22.8833,57.7976,SEA-011,1972,autumn,6
24.1167,57.6,SEA-011,1972,autumn,6
23.6167,57.6167,SEA-011,1972,autumn,7
23.35,57.96,EST-019,1972,autumn,6
23.9833,57.1,LAT-005,1998,winter,1.6
23.85,57.3,SEA-011,1998,winter,4.05
23.85,57.3,SEA-011,1998,spring,2.48333333333333
23.9333,57.1667,LAT-005,1998,spring,1.75
23.9833,57.1,LAT-005,1998,spring,1.5
24.0017,57.0833,LAT-005,1998,spring,1.26666666666667
23.6167,57.6167,SEA-011,1998,spring,2.96666666666667
23.7667,57.4167,SEA-011,1998,spring,2.56666666666667
23.4833,57.4,SEA-011,1998,spring,2
23.2123,57.3275,SEA-011,1998,spring,2.55
24.1167,57.6,SEA-011,1998,spring,2.25
24.3367,57.5933,LAT-004,1998,spring,2.15
24.0833,57.35,SEA-011,1998,spring,2
24.3733,57.315,LAT-004,1998,spring,2
24.0017,57.0833,LAT-005,1998,winter,1.55
24.3667,57.24,LAT-005,1998,spring,1.95
24.25,57.1683,LAT-005,1998,spring,1.7
23.6667,57.1667,SEA-011,1998,spring,2
23.4867,57.0467,LAT-003,1998,spring,2.1
23.92,57.025,LAT-005,1998,spring,1.8
24.0093,57.0792,LAT-005,1998,spring,1.6
23.9792,57.0737,LAT-005,1998,spring,1.7
23.9793,57.0577,LAT-005,1998,spring,2.7
23.9683,57.0433,LAT-005,1998,spring,2.8
23.9568,57.0573,LAT-005,1998,spring,2.9
23.9333,57.0542,LAT-005,1998,spring,2.1
23.8952,57.0872,LAT-005,1998,spring,1.9
23.8425,57.0687,LAT-005,1998,spring,1.9
23.9565,57.1243,LAT-005,1998,spring,1.9
23.2508,57.3331,SEA-011,1998,spring,2.1
22.9833,57.5667,SEA-011,1998,spring,2.5
22.8833,57.7976,SEA-011,1998,spring,3.2
23.35,57.96,EST-019,1998,spring,2
24.333333,57.583333,LAT-004,1998,spring,1.8
24.3533,57.4483,LAT-004,1998,spring,2.1
24.097,57.0986,LAT-005,1998,spring,1.9
23.5255,56.9984,"",1998,spring,1.8
23.562,56.9798,"",1998,spring,1.7
23.6162,56.9685,"",1998,spring,1.4
23.6897,56.9652,LAT-005,1998,spring,1.6
23.7273,56.9693,LAT-005,1998,spring,1.9
23.786,56.9772,LAT-005,1998,spring,1.7
23.829,56.9858,LAT-005,1998,spring,1.8
23.8785,56.9945,LAT-005,1998,spring,1.7
23.1424,57.3285,LAT-004,1998,spring,1.6
23.2029,57.2134,"",1998,spring,1.4
23.2411,57.1109,"",1998,spring,1.6
23.3679,57.0472,"",1998,spring,1.1
24.4013,57.3273,LAT-004,1998,spring,1.2
24.405,57.3065,LAT-004,1998,spring,1.1
24.103,57.0833,LAT-005,1998,summer,1.8
24.1414,57.0965,LAT-005,1998,summer,1.83333333333333
23.9647,57.0235,LAT-005,1998,summer,1.9
23.829,56.9858,LAT-005,1998,summer,1.93333333333333
23.786,56.9772,LAT-005,1998,summer,1.73333333333333
23.7273,56.9693,LAT-005,1998,summer,1.76666666666667
23.6897,56.9652,LAT-005,1998,summer,1.9
23.6162,56.9685,"",1998,summer,2.05
23.562,56.9798,"",1998,summer,1.9
23.5255,56.9984,"",1998,summer,1.95
23.3679,57.0472,"",1998,summer,1.83333333333333
23.2411,57.1109,"",1998,summer,1.9
24.0017,57.0833,LAT-005,1998,summer,1.43333333333333
23.9833,57.1,LAT-005,1998,summer,1.46666666666667
23.9792,57.0737,LAT-005,1998,summer,1.3
23.9683,57.0433,LAT-005,1998,summer,1.8
23.92,57.025,LAT-005,1998,summer,1.56666666666667
23.7433,56.98,LAT-005,1998,summer,1.86666666666667
23.705,56.9767,LAT-005,1998,summer,1.93333333333333
23.4867,57.0467,LAT-003,1998,summer,2.2
23.6667,57.1667,SEA-011,1998,summer,2.66666666666667
23.2754,57.173,SEA-011,1998,summer,2.53333333333333
23.2123,57.3275,SEA-011,1998,summer,2.26666666666667
23.4833,57.4,SEA-011,1998,summer,3.16666666666667
23.6167,57.6167,SEA-011,1998,summer,2.86666666666667
23.9167,57.85,SEA-011,1998,summer,3
24.2433,57.88,SEA-011,1998,summer,2.25
24.2518,57.7633,SEA-011,1998,summer,2.6
